Lead ID,Created At,Product Type,Channel,Device,Partner,City,Insurance Company,Payment Type,Minutes Since Abandonment,Days To Policy Expiry,Price,Discount Percent,Has Previous Purchase,Visited Offer Page,Incoming Call Last 24h,Sessions Last 7d,Offer Views Last 7d,Price Comparisons Last 7d,Days Since Last Visit,Expected Margin,Completed Purchase
L129453,2026-04-04 21:22:00,thirdparty,Referral,mobile,direct,Tehran,Parsian,cash,13,-4,5110000.0,4.4,1,1,0,5,4,0,5.4,132900.0,0
L138450,2026-06-23 22:35:00,thirdparty,CRM,desktop,direct,Mashhad,Iran,cash,73,5,8510000.0,4.7,0,1,0,6,4,0,4.3,221300.0,0
L126069,2026-06-10 20:20:00,thirdparty,SEO,mobile,direct,Other,Asia,cash,29,4,5700000.0,3.0,0,1,0,4,3,0,0.6,148200.0,0
L107700,2026-05-07 21:34:00,thirdparty,Paid,mobile,direct,Tehran,Parsian,cash,169,11,7290000.0,3.5,0,1,0,6,2,2,3.5,189500.0,0
L123960,2026-07-13 00:51:00,thirdparty,CRM,desktop,direct,Tehran,Parsian,installment,110,13,5840000.0,4.4,0,1,0,4,4,0,8.3,151800.0,0
L108727,2026-05-26 00:07:00,thirdparty,Paid,mobile,direct,Mashhad,Parsian,cash,11,12,7830000.0,8.3,0,0,0,2,0,1,9.3,203600.0,0
L145576,2026-07-22 16:13:00,carbody,Paid,mobile,other_partner,Mashhad,Parsian,cash,12,26,19470000.0,4.4,1,1,0,2,4,0,6.8,739900.0,0
L142483,2026-04-16 06:23:00,thirdparty,Paid,mobile,direct,Tehran,Alborz,cash,50,6,7400000.0,10.2,0,0,0,3,1,0,11.9,192400.0,0
L146538,2026-07-23 07:42:00,carbody,Referral,mobile,direct,Tehran,Alborz,installment,114,35,25480000.0,7.6,0,0,0,2,0,0,1.7,968200.0,1
L115290,2026-08-20 08:42:00,thirdparty,CRM,mobile,direct,Ahvaz,Dana,cash,36,1,8510000.0,4.2,0,0,1,6,1,0,5.9,221300.0,0
L148680,2026-07-15 23:50:00,thirdparty,Paid,desktop,direct,Tehran,Asia,bnpl,45,2,8640000.0,7.4,1,1,0,6,2,0,13.2,207400.0,0
L143707,2026-05-18 14:48:00,thirdparty,SEO,desktop,direct,Isfahan,Dana,bnpl,146,20,8970000.0,5.0,0,0,0,3,1,1,4.1,215300.0,0
L105653,2026-04-26 23:02:00,carbody,Paid,desktop,autoabzar,Mashhad,Saman,bnpl,74,13,30620000.0,5.9,0,1,0,4,0,2,6.9,1224800.0,0
L109682,2026-04-22 21:39:00,thirdparty,CRM,desktop,autoabzar,Other,Saman,bnpl,141,-3,7070000.0,6.4,0,1,0,7,4,1,27.5,198000.0,0
L138335,2026-07-20 01:53:00,thirdparty,Paid,mobile,direct,Karaj,Parsian,cash,21,12,8210000.0,7.5,1,0,0,5,0,0,5.9,213500.0,0
L126170,2026-04-23 00:58:00,thirdparty,Referral,mobile,shoraka,Mashhad,Alborz,installment,49,34,5660000.0,0.8,0,1,0,3,3,2,0.3,147200.0,0
L114472,2026-07-01 01:00:00,thirdparty,Paid,mobile,direct,Tehran,Pasargad,cash,95,11,9200000.0,6.3,0,1,0,3,3,0,4.9,266800.0,0
L105707,2026-06-16 08:37:00,thirdparty,SEO,mobile,direct,Other,Asia,cash,90,21,4940000.0,6.0,0,1,0,4,2,2,2.5,128400.0,1
L149901,2026-05-17 07:15:00,carbody,Referral,mobile,direct,Tabriz,Iran,bnpl,20,-5,17180000.0,0.0,1,0,0,4,0,2,8.0,618500.0,0
L143422,2026-06-25 20:26:00,thirdparty,SEO,mobile,direct,Tehran,Dana,cash,55,19,11000000.0,1.0,0,0,0,4,2,1,8.5,286000.0,0
L108420,2026-07-30 07:36:00,thirdparty,SEO,mobile,direct,Tehran,Iran,cash,191,12,8320000.0,2.7,0,1,0,4,1,2,9.6,216300.0,0
L100670,2026-05-11 21:53:00,thirdparty,Paid,mobile,autoabzar,Tehran,Parsian,cash,79,27,5280000.0,7.2,0,1,0,2,0,5,1.3,137300.0,0
L126526,2026-07-27 06:38:00,thirdparty,Paid,desktop,direct,Tehran,Asia,cash,173,26,7150000.0,8.6,0,1,0,3,3,1,12.3,185900.0,1
L149175,2026-04-21 14:35:00,thirdparty,CRM,mobile,direct,Other,Alborz,cash,122,1,6870000.0,2.5,0,0,0,2,0,0,4.6,178600.0,0
L130688,2026-05-25 10:59:00,carbody,CRM,mobile,shoraka,Isfahan,Alborz,installment,74,17,17040000.0,0.0,1,1,0,3,6,1,10.2,647500.0,0
L115086,2026-05-28 08:36:00,thirdparty,SEO,mobile,direct,Tehran,Dana,installment,259,8,3140000.0,9.0,0,1,0,3,3,1,26.4,81600.0,0
L124190,2026-07-25 06:35:00,thirdparty,CRM,desktop,direct,Rasht,Parsian,cash,127,18,,4.4,1,1,0,7,2,1,4.9,264200.0,0
L108049,2026-06-06 03:54:00,thirdparty,Paid,desktop,direct,Qom,Dana,cash,142,26,4560000.0,3.4,1,1,0,7,1,0,5.0,118600.0,0
L135974,2026-05-06 08:27:00,thirdparty,CRM,mobile,direct,Tehran,Saman,installment,36,-10,10250000.0,6.9,0,0,0,4,2,1,15.1,307500.0,0
L113699,2026-06-27 21:06:00,thirdparty,Paid,mobile,shoraka,Tehran,Dana,cash,79,10,11190000.0,5.6,0,1,1,4,1,1,11.9,290900.0,0
L119221,2026-04-26 20:57:00,thirdparty,SEO,mobile,shoraka,Tehran,Iran,installment,19,42,12390000.0,0.7,0,0,0,1,2,1,11.8,322100.0,0
L120036,2026-05-11 06:18:00,thirdparty,CRM,desktop,direct,Mashhad,Alborz,cash,45,5,11700000.0,11.8,0,0,0,2,0,0,7.3,304200.0,0
L149993,2026-06-28 14:10:00,carbody,SEO,desktop,shoraka,Mashhad,Asia,cash,67,30,17220000.0,8.9,1,1,0,4,2,2,13.1,654400.0,0
L117211,2026-06-24 04:26:00,carbody,Paid,mobile,direct,Rasht,Asia,cash,69,26,12720000.0,2.2,0,1,0,5,0,2,34.3,483400.0,1
L107046,2026-05-24 06:26:00,carbody,SEO,mobile,direct,Mashhad,Saman,cash,85,22,23250000.0,5.8,1,1,0,1,3,2,0.4,976500.0,1
L138553,2026-06-29 15:45:00,thirdparty,Referral,mobile,direct,Tabriz,Asia,bnpl,80,2,5470000.0,5.0,0,1,0,7,1,1,15.0,131300.0,0
L124812,2026-05-04 22:16:00,thirdparty,SEO,mobile,other_partner,Other,Parsian,cash,246,25,11030000.0,0.0,0,0,1,2,0,2,9.5,286800.0,0
L114446,2026-07-22 13:22:00,carbody,SEO,mobile,shoraka,Qom,Saman,bnpl,85,7,20510000.0,4.6,0,0,0,3,2,1,7.5,820400.0,0
L101733,2026-04-26 21:28:00,carbody,SEO,mobile,direct,,Iran,cash,9,18,22430000.0,5.5,0,1,0,3,3,1,7.3,852300.0,0
L141444,2026-08-07 09:54:00,carbody,SEO,mobile,direct,Other,Pasargad,cash,136,20,16010000.0,8.0,1,0,0,4,2,2,18.9,656400.0,0
L105057,2026-04-08 14:13:00,thirdparty,Paid,mobile,direct,Shiraz,Iran,cash,32,15,8100000.0,7.9,1,1,0,4,1,1,2.9,210600.0,1
L128919,2026-06-23 19:08:00,thirdparty,CRM,mobile,direct,Shiraz,Iran,cash,62,16,6330000.0,6.1,1,1,0,3,1,1,9.2,164600.0,0
L131766,2026-05-21 16:38:00,thirdparty,Referral,mobile,direct,Tabriz,Asia,cash,32,17,8900000.0,1.7,0,1,0,4,1,0,22.0,231400.0,0
L100152,2026-04-02 05:52:00,carbody,SEO,mobile,direct,Tehran,Alborz,installment,95,19,16980000.0,2.6,0,0,0,5,2,5,7.6,645200.0,0
L144626,2026-06-05 10:14:00,thirdparty,SEO,mobile,other_partner,Tehran,Asia,bnpl,102,38,6700000.0,12.1,0,1,0,2,1,1,14.2,160800.0,0
L124872,2026-05-09 15:03:00,thirdparty,Paid,desktop,direct,Ahvaz,Iran,installment,61,8,6300000.0,8.3,0,1,0,4,1,0,4.0,163800.0,0
L124338,2026-07-30 01:21:00,thirdparty,Paid,mobile,direct,Other,Iran,bnpl,9,9,7250000.0,4.5,0,1,0,1,1,1,1.1,174000.0,0
L147011,2026-07-10 10:21:00,thirdparty,CRM,mobile,direct,Tehran,Parsian,cash,151,3,7550000.0,11.8,0,1,0,3,3,0,6.5,196300.0,0
L142547,2026-05-24 10:21:00,thirdparty,Paid,mobile,other_partner,Other,Parsian,installment,134,6,3930000.0,7.4,0,0,0,3,0,0,20.8,102200.0,0
L131161,2026-04-11 22:40:00,thirdparty,Paid,mobile,direct,Mashhad,Parsian,bnpl,127,24,6360000.0,9.7,0,0,0,6,1,0,0.0,152600.0,0
L106855,2026-04-30 08:14:00,carbody,SEO,desktop,other_partner,Mashhad,Alborz,installment,46,-3,30330000.0,2.3,1,0,1,2,0,4,23.2,1152500.0,0
L146855,2026-04-26 16:01:00,thirdparty,SEO,mobile,direct,Tehran,Saman,cash,84,12,8000000.0,12.1,0,0,0,3,3,1,0.9,240000.0,0
L113397,2026-07-25 09:25:00,thirdparty,Paid,mobile,direct,Mashhad,Alborz,bnpl,87,2,6060000.0,2.4,1,1,0,6,6,0,5.7,145400.0,1
L137804,2026-05-30 03:44:00,thirdparty,SEO,mobile,direct,Mashhad,Iran,bnpl,182,11,8480000.0,8.6,0,0,0,4,2,0,3.5,203500.0,0
L144943,2026-05-16 07:36:00,carbody,Referral,mobile,other_partner,Tehran,Asia,cash,58,12,16130000.0,7.1,1,1,0,3,4,1,2.2,612900.0,0
L142114,2026-05-27 20:46:00,thirdparty,SEO,mobile,direct,Ahvaz,Alborz,installment,201,7,4540000.0,5.9,0,1,0,4,3,0,5.1,118000.0,1
L106010,2026-04-09 23:06:00,thirdparty,Paid,desktop,direct,Rasht,Iran,bnpl,47,25,8230000.0,8.0,0,1,0,3,3,3,5.0,197500.0,0
L148181,2026-07-15 04:59:00,thirdparty,Paid,mobile,direct,Isfahan,Alborz,cash,64,8,4840000.0,6.9,0,0,0,2,0,1,9.5,125800.0,0
L108025,2026-06-20 05:56:00,thirdparty,Paid,mobile,direct,Isfahan,Saman,installment,139,0,8230000.0,6.1,1,1,0,4,3,1,0.6,246900.0,0
L119512,2026-08-03 13:59:00,thirdparty,SEO,mobile,direct,Isfahan,Parsian,cash,128,19,5660000.0,0.7,0,1,0,6,3,1,11.8,147200.0,0
L118668,2026-06-09 15:11:00,thirdparty,SEO,mobile,direct,Tabriz,Iran,cash,165,11,9680000.0,1.3,0,1,0,2,3,2,6.9,251700.0,0
L124207,2026-05-01 10:36:00,thirdparty,CRM,desktop,direct,Rasht,Saman,cash,129,-4,6630000.0,6.4,0,1,1,6,1,1,41.4,198900.0,0
L101909,2026-06-23 05:42:00,thirdparty,Paid,desktop,direct,Other,Asia,cash,78,-6,9070000.0,10.5,1,1,0,3,4,0,2.7,235800.0,1
L117444,2026-07-29 11:48:00,thirdparty,SEO,mobile,direct,Other,Iran,cash,61,11,6990000.0,9.8,0,1,0,4,0,1,3.7,181700.0,0
L136863,2026-05-01 23:13:00,thirdparty,SEO,mobile,direct,Tehran,Saman,cash,54,15,4580000.0,9.1,1,0,0,3,3,0,12.0,137400.0,0
L135472,2026-06-19 00:07:00,thirdparty,Paid,mobile,other_partner,Tehran,Asia,cash,142,18,4170000.0,5.3,0,0,0,4,0,0,3.0,108400.0,0
L126019,2026-04-07 12:37:00,thirdparty,Paid,mobile,direct,Tehran,Dana,bnpl,216,16,7470000.0,7.1,1,0,1,3,3,1,4.1,179300.0,0
L146428,2026-05-11 14:42:00,carbody,Paid,mobile,other_partner,Shiraz,Saman,installment,15,10,6930000.0,9.2,0,1,0,2,3,0,2.3,291100.0,1
L121800,2026-05-28 06:19:00,thirdparty,SEO,mobile,direct,Shiraz,Pasargad,bnpl,128,12,9130000.0,3.2,1,1,0,2,7,1,6.3,246500.0,0
L111831,2026-05-29 07:00:00,carbody,SEO,mobile,direct,Tehran,Saman,cash,130,6,25750000.0,6.2,0,1,0,3,0,2,17.2,1081500.0,0
L119450,2026-06-28 08:19:00,thirdparty,SEO,mobile,other_partner,Other,Iran,cash,17,6,7470000.0,6.4,0,1,0,4,3,2,22.6,194200.0,0
L148761,2026-08-14 12:04:00,thirdparty,CRM,desktop,other_partner,Other,Parsian,cash,180,-6,6230000.0,0.0,0,0,0,2,0,0,1.9,162000.0,0
L115204,2026-07-04 18:40:00,carbody,SEO,mobile,shoraka,Tehran,Iran,bnpl,94,30,19950000.0,5.8,1,1,0,6,3,2,2.0,718200.0,0
L147625,2026-08-07 15:24:00,thirdparty,SEO,mobile,direct,Isfahan,Parsian,installment,177,6,7430000.0,5.9,0,1,0,1,0,3,10.2,193200.0,0
L149038,2026-07-18 00:43:00,thirdparty,Paid,mobile,direct,Ahvaz,Dana,installment,112,22,9010000.0,10.3,0,1,0,3,4,0,3.9,234300.0,0
L117135,2026-05-29 22:32:00,thirdparty,Paid,desktop,autoabzar,Other,Alborz,cash,196,-14,9600000.0,0.0,0,0,0,5,1,2,31.2,249600.0,0
L132663,2026-06-25 17:53:00,thirdparty,SEO,mobile,direct,Isfahan,Dana,cash,101,1,8710000.0,7.9,0,1,0,5,3,0,0.7,226500.0,0
L108574,2026-05-31 06:06:00,thirdparty,Paid,mobile,other_partner,Other,Alborz,installment,157,-5,7210000.0,7.0,0,1,0,1,1,0,10.6,187500.0,0
L130082,2026-07-27 04:00:00,thirdparty,SEO,mobile,direct,Rasht,Saman,cash,72,0,12570000.0,6.4,0,1,0,2,2,3,7.7,377100.0,0
L127144,2026-05-26 07:09:00,thirdparty,Referral,mobile,direct,Other,Saman,installment,289,14,11280000.0,5.8,0,0,0,1,0,1,1.1,338400.0,0
L112476,2026-04-23 17:44:00,thirdparty,CRM,desktop,autoabzar,Karaj,Dana,cash,89,18,6030000.0,8.8,0,1,0,3,2,0,7.6,156800.0,0
L109290,2026-04-20 23:31:00,thirdparty,SEO,mobile,direct,Mashhad,Asia,cash,59,22,7600000.0,0.0,0,1,0,9,0,1,7.0,197600.0,0
L103870,2026-08-01 11:18:00,carbody,CRM,mobile,direct,Mashhad,Parsian,installment,38,22,17490000.0,7.5,1,1,0,5,5,2,3.4,664600.0,0
L140289,2026-08-24 09:47:00,thirdparty,SEO,mobile,direct,Mashhad,Asia,installment,124,15,4670000.0,7.0,1,1,0,7,3,7,3.7,121400.0,0
L141652,2026-04-21 21:36:00,carbody,SEO,desktop,direct,Qom,Asia,bnpl,77,21,23280000.0,5.5,0,1,0,1,1,1,7.2,838100.0,0
L106878,2026-06-29 01:50:00,carbody,SEO,desktop,other_partner,Karaj,Pasargad,installment,55,16,14980000.0,6.5,0,1,0,7,1,1,0.3,614200.0,0
L126186,2026-05-21 07:14:00,thirdparty,Referral,mobile,direct,Tabriz,Parsian,installment,116,-6,6820000.0,3.6,0,1,0,5,3,0,1.6,177300.0,0
L113714,2026-06-07 18:57:00,thirdparty,Paid,mobile,autoabzar,Karaj,Saman,installment,93,15,7470000.0,10.1,0,1,0,3,3,1,9.5,224100.0,0
L114393,2026-08-04 02:32:00,thirdparty,Referral,mobile,direct,Other,Dana,cash,68,14,9160000.0,0.0,0,1,0,2,4,1,3.9,238200.0,0
L122857,2026-06-23 05:26:00,thirdparty,Paid,mobile,direct,Other,Parsian,bnpl,38,-12,7010000.0,2.8,0,1,0,1,3,0,8.2,168200.0,0
L133011,2026-05-13 16:48:00,thirdparty,Paid,desktop,direct,Isfahan,Pasargad,cash,79,-5,8310000.0,2.4,0,1,0,4,2,0,20.7,241000.0,0
L138982,2026-06-26 03:38:00,thirdparty,Paid,desktop,direct,Tabriz,Saman,cash,145,3,7490000.0,8.2,1,1,0,2,1,0,0.6,224700.0,0
L126014,2026-04-23 22:02:00,carbody,SEO,mobile,autoabzar,Isfahan,Iran,bnpl,144,22,23590000.0,5.9,1,1,0,3,1,1,0.8,849200.0,1
L138912,2026-04-27 11:52:00,thirdparty,SEO,desktop,direct,Other,Pasargad,cash,59,6,2350000.0,5.3,0,0,1,2,1,0,8.0,68200.0,0
L108744,2026-07-29 04:32:00,thirdparty,Paid,mobile,direct,Tabriz,Saman,installment,44,10,4790000.0,10.3,1,1,0,4,0,0,5.7,143700.0,1
L135150,2026-05-31 18:26:00,thirdparty,SEO,mobile,direct,Isfahan,Asia,installment,51,19,6360000.0,4.3,0,1,0,3,2,3,7.8,165400.0,0
L117059,2026-06-16 00:45:00,carbody,CRM,desktop,shoraka,Isfahan,Dana,cash,114,38,14160000.0,8.5,1,0,0,5,0,1,1.8,538100.0,0
L102219,2026-06-15 05:02:00,thirdparty,Referral,mobile,direct,Mashhad,Dana,bnpl,275,15,7600000.0,8.7,1,0,0,3,0,2,2.2,182400.0,0
L129379,2026-06-01 01:24:00,thirdparty,Paid,desktop,direct,Mashhad,Iran,cash,30,5,6670000.0,7.6,0,1,0,2,3,0,2.3,173400.0,0
L101571,2026-07-22 16:01:00,thirdparty,Paid,mobile,direct,Tabriz,Asia,cash,86,17,8300000.0,5.4,0,0,0,4,0,1,11.9,215800.0,0
L100497,2026-04-10 19:54:00,carbody,Referral,desktop,direct,Karaj,Asia,bnpl,107,7,17790000.0,6.8,1,1,0,7,5,0,4.1,640400.0,0
L131501,2026-08-06 11:52:00,thirdparty,Referral,mobile,direct,Other,Iran,cash,153,12,8080000.0,0.0,0,0,0,3,2,0,10.0,210100.0,0
L126595,2026-05-18 13:15:00,thirdparty,SEO,desktop,direct,Isfahan,Alborz,cash,99,28,5930000.0,4.0,0,1,1,2,2,2,0.3,154200.0,0
L136126,2026-08-12 15:18:00,thirdparty,SEO,mobile,other_partner,Tehran,Dana,cash,153,-3,9910000.0,2.0,0,0,0,2,1,1,3.7,257700.0,0
L133935,2026-04-04 22:48:00,thirdparty,Referral,mobile,direct,Tehran,Dana,installment,107,14,6110000.0,4.3,1,1,1,2,1,0,3.5,158900.0,0
L145254,2026-08-26 07:39:00,thirdparty,Paid,mobile,direct,Other,Alborz,bnpl,254,10,6060000.0,13.8,0,1,0,5,2,2,2.7,145400.0,0
L104304,2026-06-27 08:49:00,thirdparty,Referral,desktop,autoabzar,Tehran,Pasargad,cash,71,10,6670000.0,9.5,0,1,0,4,2,0,10.4,193400.0,0
L135238,2026-04-25 03:02:00,thirdparty,Paid,mobile,direct,Other,Pasargad,installment,115,17,6730000.0,7.9,1,1,0,11,5,0,1.5,195200.0,0
L123644,2026-07-12 22:21:00,thirdparty,Paid,mobile,direct,Shiraz,Alborz,bnpl,102,-9,6900000.0,11.7,1,1,0,3,3,1,20.8,165600.0,0
L145206,2026-07-01 10:08:00,thirdparty,SEO,mobile,direct,Rasht,Asia,cash,61,3,7230000.0,6.1,0,1,0,1,2,2,6.3,188000.0,0
L135673,2026-04-09 15:58:00,thirdparty,CRM,mobile,autoabzar,Tehran,Saman,installment,63,13,8030000.0,2.6,0,1,0,3,4,0,14.6,240900.0,1
L113628,2026-07-27 08:18:00,carbody,CRM,mobile,shoraka,Other,Iran,cash,91,23,24420000.0,1.6,0,1,0,2,3,1,3.1,928000.0,0
L124075,2026-05-17 01:09:00,thirdparty,SEO,mobile,direct,Karaj,Dana,cash,61,18,8990000.0,3.3,0,1,0,3,0,0,25.6,233700.0,0
L136088,2026-06-09 14:01:00,carbody,Referral,desktop,direct,Tehran,Pasargad,cash,33,26,20160000.0,3.8,0,1,0,4,1,0,16.0,826600.0,0
L114071,2026-07-01 07:46:00,thirdparty,Paid,mobile,direct,Qom,Iran,installment,96,23,6020000.0,11.3,1,1,0,7,1,3,2.5,156500.0,0
L141426,2026-08-12 20:05:00,thirdparty,CRM,mobile,direct,Mashhad,Iran,cash,109,23,5770000.0,4.6,1,1,0,5,1,1,0.2,150000.0,1
L135739,2026-06-06 16:49:00,carbody,SEO,desktop,direct,Karaj,Iran,cash,58,19,14740000.0,4.8,0,0,0,2,0,1,1.2,560100.0,0
L146773,2026-04-02 15:53:00,thirdparty,Paid,mobile,direct,Other,Parsian,installment,72,16,5230000.0,5.3,1,1,0,8,1,1,1.9,136000.0,0
L111566,2026-06-23 02:46:00,carbody,SEO,mobile,direct,Isfahan,Dana,cash,101,3,19560000.0,4.4,0,1,0,2,3,2,2.6,743300.0,0
L134031,2026-06-26 15:00:00,thirdparty,SEO,mobile,direct,Tehran,Saman,cash,121,7,4190000.0,2.3,0,1,0,3,1,2,1.3,125700.0,0
L145391,2026-05-17 13:58:00,carbody,Referral,mobile,direct,Shiraz,Parsian,installment,158,3,,4.5,0,0,0,4,0,1,13.0,884300.0,0
L111781,2026-08-16 21:16:00,thirdparty,SEO,mobile,direct,Shiraz,Parsian,bnpl,97,8,11430000.0,0.0,0,1,0,2,5,1,18.0,274300.0,0
L130506,2026-05-29 20:07:00,thirdparty,CRM,desktop,shoraka,Tehran,Parsian,cash,77,3,8480000.0,4.6,1,1,0,4,3,1,0.4,220500.0,0
L105674,2026-07-08 21:41:00,thirdparty,Referral,desktop,direct,Shiraz,Saman,cash,209,20,8850000.0,10.0,1,1,0,5,5,1,15.1,265500.0,0
L126129,2026-04-17 14:26:00,thirdparty,Paid,desktop,direct,Isfahan,Dana,installment,36,36,5840000.0,10.6,0,1,0,4,3,1,2.3,151800.0,0
L112085,2026-08-19 22:14:00,thirdparty,SEO,mobile,direct,Rasht,Parsian,cash,96,4,5920000.0,8.6,0,1,0,3,0,1,3.4,153900.0,0
L102641,2026-07-31 17:55:00,carbody,SEO,mobile,direct,Ahvaz,Parsian,bnpl,56,34,,12.5,0,1,0,3,4,2,4.1,781900.0,0
L142048,2026-04-06 04:43:00,carbody,Paid,mobile,other_partner,Shiraz,Parsian,installment,36,18,27070000.0,3.6,0,0,0,3,0,2,0.9,1028700.0,0
L133974,2026-05-15 20:56:00,thirdparty,CRM,mobile,other_partner,Other,Iran,installment,101,12,6820000.0,6.7,0,0,0,2,0,2,4.4,177300.0,0
L106460,2026-08-05 01:37:00,carbody,Referral,mobile,direct,Tehran,Parsian,installment,24,13,27800000.0,9.4,0,0,0,1,0,2,22.5,1056400.0,0
L105404,2026-07-14 07:06:00,thirdparty,Referral,mobile,direct,Shiraz,Alborz,cash,127,11,8690000.0,1.4,0,1,0,6,0,0,0.0,225900.0,0
L120386,2026-04-13 14:27:00,carbody,Referral,desktop,direct,Other,Saman,cash,30,18,21700000.0,7.8,1,1,0,5,1,2,33.2,911400.0,0
L126973,2026-04-06 03:01:00,carbody,Paid,mobile,direct,Karaj,Saman,installment,195,15,8740000.0,4.6,0,0,0,4,0,1,3.9,367100.0,0
L111411,2026-08-16 00:56:00,thirdparty,CRM,desktop,autoabzar,Tehran,Iran,cash,62,-7,7400000.0,0.9,0,0,0,3,1,2,9.7,192400.0,0
L119351,2026-08-13 13:55:00,thirdparty,SEO,desktop,direct,Tehran,Pasargad,installment,35,-7,5820000.0,1.4,0,1,0,1,4,2,11.9,168800.0,0
L106124,2026-08-17 00:35:00,carbody,CRM,desktop,direct,Tehran,Asia,cash,141,31,10180000.0,2.8,1,1,0,3,5,1,6.5,386800.0,0
L103871,2026-08-10 13:06:00,thirdparty,SEO,mobile,autoabzar,Tehran,Saman,bnpl,12,18,5510000.0,3.3,0,1,0,2,3,1,18.8,154300.0,0
L136317,2026-06-27 03:15:00,thirdparty,Paid,mobile,direct,Mashhad,Dana,cash,96,4,10540000.0,9.8,0,0,0,6,0,0,0.5,274000.0,0
L128519,2026-04-27 22:32:00,thirdparty,Referral,mobile,direct,Tehran,Pasargad,cash,11,22,11440000.0,6.6,0,1,0,3,5,1,13.2,331800.0,0
L148178,2026-05-11 18:53:00,thirdparty,Referral,mobile,shoraka,Tehran,Iran,cash,100,5,8610000.0,1.1,0,0,0,4,1,0,8.1,223900.0,0
L101288,2026-07-17 09:34:00,carbody,Paid,mobile,direct,Isfahan,Saman,cash,139,8,18960000.0,3.9,0,1,1,2,3,1,4.0,796300.0,0
L125856,2026-05-30 19:06:00,carbody,Paid,mobile,shoraka,Shiraz,Saman,cash,81,-1,31870000.0,0.0,1,1,0,3,0,2,13.2,1338500.0,0
L147960,2026-07-16 16:33:00,thirdparty,SEO,mobile,direct,Tehran,Iran,cash,82,5,8590000.0,0.0,0,1,0,4,4,1,3.5,223300.0,0
L125341,2026-08-16 14:14:00,thirdparty,Referral,desktop,autoabzar,Tehran,Iran,cash,63,15,7330000.0,3.0,0,1,0,4,2,1,5.1,190600.0,0
L100333,2026-06-29 08:07:00,thirdparty,Paid,desktop,direct,Other,Saman,cash,107,-10,9180000.0,5.4,0,1,0,2,1,2,11.3,275400.0,1
L105127,2026-07-06 22:09:00,thirdparty,Paid,mobile,direct,Tehran,Saman,installment,68,26,5960000.0,7.3,1,1,0,7,3,1,9.0,178800.0,0
L133968,2026-05-03 14:59:00,thirdparty,SEO,mobile,direct,Tabriz,Asia,cash,109,10,3600000.0,0.0,0,1,0,2,1,1,15.7,93600.0,0
L144268,2026-06-22 10:43:00,thirdparty,Paid,mobile,direct,Karaj,Pasargad,cash,228,22,6870000.0,4.0,0,1,0,3,2,0,0.2,199200.0,0
L138062,2026-04-30 08:50:00,thirdparty,Paid,mobile,other_partner,Tehran,Saman,installment,40,11,10290000.0,10.3,1,1,0,5,2,0,1.9,308700.0,0
L127999,2026-04-16 19:22:00,carbody,Paid,desktop,autoabzar,Tehran,Asia,cash,43,0,15390000.0,7.7,1,1,0,6,6,1,5.5,584800.0,1
L138093,2026-06-22 07:18:00,thirdparty,Paid,desktop,direct,Tehran,Asia,cash,85,12,7390000.0,6.2,0,1,0,2,4,1,12.8,192100.0,0
L129288,2026-08-25 17:05:00,thirdparty,SEO,desktop,other_partner,Tehran,Alborz,cash,58,-1,8590000.0,2.3,0,1,0,2,1,0,1.7,223300.0,0
L114712,2026-08-19 05:57:00,carbody,Paid,desktop,direct,Other,Dana,installment,104,27,15590000.0,7.5,0,1,0,4,4,1,3.5,592400.0,0
L125783,2026-08-26 10:43:00,carbody,Paid,mobile,direct,Other,Alborz,installment,39,22,14230000.0,2.0,0,1,0,3,3,3,0.5,540700.0,1
L144223,2026-05-03 11:33:00,thirdparty,SEO,desktop,direct,Tabriz,Iran,cash,66,9,7530000.0,3.9,0,0,0,2,0,0,1.4,195800.0,0
L130786,2026-08-05 11:42:00,thirdparty,Paid,mobile,direct,Tehran,Iran,installment,66,5,8500000.0,1.7,0,1,1,2,1,1,0.2,221000.0,0
L116512,2026-08-05 11:34:00,thirdparty,CRM,desktop,other_partner,Mashhad,Alborz,cash,97,19,4190000.0,8.7,1,1,1,5,4,0,3.7,108900.0,0
L134603,2026-07-15 14:47:00,thirdparty,Paid,desktop,direct,Tehran,Alborz,bnpl,87,16,5020000.0,12.5,0,0,0,3,0,0,21.2,120500.0,0
L109002,2026-08-19 00:38:00,carbody,Referral,mobile,direct,Isfahan,Dana,cash,151,12,13820000.0,9.9,0,1,0,4,3,0,1.6,525200.0,0
L147835,2026-08-08 10:32:00,carbody,Paid,desktop,other_partner,Tehran,Dana,cash,73,14,9090000.0,8.9,0,1,0,6,3,4,4.5,345400.0,0
L127421,2026-06-18 19:49:00,thirdparty,SEO,mobile,direct,Isfahan,Dana,cash,176,-2,3930000.0,3.4,0,0,0,1,0,2,1.2,102200.0,0
L133803,2026-04-06 02:39:00,thirdparty,Paid,desktop,autoabzar,Isfahan,Saman,cash,102,15,4660000.0,11.6,1,0,0,2,1,1,3.5,139800.0,0
L145982,2026-04-28 21:36:00,thirdparty,SEO,mobile,shoraka,Tabriz,Asia,cash,63,2,7380000.0,3.2,0,1,0,2,2,2,0.2,191900.0,0
L116521,2026-08-06 20:39:00,thirdparty,SEO,mobile,direct,Tehran,Asia,bnpl,136,-3,6310000.0,8.4,1,1,0,4,3,0,1.0,151400.0,1
